title,artist,Track Name,Artist Name(s)
Trying To Hold On To My Woman,Lamont Dozier,Trying To Hold On To My Woman,Lamont Dozier
Turn My Swag On,Soulja Boy Tell'em,Turn My Swag On,Soulja Boy
Turn Off the Light,Nelly Furtado,Turn Off The Light,Nelly Furtado
Turn The Beat Around,Gloria Estefan,Turn the Beat Around,Gloria Estefan
Turn To Stone,Electric Light Orchestra,Turn to Stone,Electric Light Orchestra
Tusk,Fleetwood Mac,Tusk,Fleetwood Mac
"Twist, Twist Senora",Gary U.S. Bonds,"Twist, Twist Señora",Gary U.S. Bonds
Two Steps Behind,Def Leppard,Two Steps Behind - Acoustic,Def Leppard
U Already Know,112,U Already Know,112
U.N.I.T.Y.,Queen Latifah,U.N.I.T.Y.,Queen Latifah
Uh Huh,B2K,Uh Huh,B2K
Uhh Ahh,Boyz II Men,Uhh Ahh,Boyz II Men
Undercover Of The Night,Rolling Stones,Undercover Of The Night - Remastered,The Rolling Stones
Undo It,Carrie Underwood,Undo It,Carrie Underwood
Until It Sleeps,Metallica,Until It Sleeps,Metallica
Up The Ladder To The Roof,Supremes,Up The Ladder To The Roof,The Supremes
Use Me,Bill Withers,Use Me,Bill Withers
Use Somebody,Kings of Leon,Use Somebody,Kings of Leon
Vacation,Go-Go's,Vacation,The Go-Go's
Valerie,Steve Winwood,Valerie,Steve Winwood
Vehicle,Ides Of March,Vehicle,The Ides Of March
Victory,Kool and The Gang,Victory,Kool & The Gang
Wait For Me,Daryl Hall and John Oates,Wait for Me,Daryl Hall & John Oates
Waiting For Tonight,Jennifer Lopez,Mariposa Traicionera,"Maná, Alejandro Fernández"
Waiting On A Friend,Rolling Stones,Waiting On A Friend - Remastered 2009,The Rolling Stones
Walk A Mile In My Shoes,Joe South,Walk a Mile in My Shoes (Rerecorded),Joe South
Walk Away From Love,David Ruffin,Walk Away From Love,David Ruffin
Walk This Way,Aerosmith,Walk This Way,Aerosmith
Walk This Way,Run-D.M.C.,Walk This Way (feat. Aerosmith),"Run–D.M.C., Aerosmith"
Wanna Get To Know You,G-Unit,Wanna Get To Know You,"G-Unit, Joe"
Watching The Wheels,John Lennon,Watching The Wheels - Remastered 2010,John Lennon
Waves,Mr. Probz,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz"
We Be Burnin',Sean Paul,We Be Burnin',Sean Paul
We Got A Love Thang,CeCe Peniston,We Got A Love Thang,CeCe Peniston
We Run The Night,Havana Brown,We Run The Night,"Havana Brown, Pitbull"
We Thuggin',Fat Joe,We Thuggin' (feat. R. Kelly),"Fat Joe, R. Kelly"
We be Burnin',Sean Paul,We Be Burnin',Sean Paul
We're All Alone,Rita Coolidge,We're All Alone,Rita Coolidge
We've Got Tonight,Bob Seger,We've Got Tonight,Bob Seger
What About Love,Heart,What About Love - Live,"Heart, Royal Philharmonic Orchestra"
What About Me,Moving Pictures,What About Me?,Moving Pictures
What I Am,Edie Brickell and The New Bohemians,What I Am - Live,Edie Brickell & New Bohemians
What Is Love,Haddaway,"What Is Love - 7"" Mix",Haddaway
What Is Love,Haddaway,"What Is Love - 7"" Mix",Haddaway
What It Takes,Aerosmith,What It Takes,Aerosmith
What Kind Of Fool,Barbra Streisand,What Kind of Fool (feat. Barry Gibb),"Barbra Streisand, Barry Gibb"
What Was I Thinkin',Dierks Bentley,What Was I Thinkin',Dierks Bentley
What Will My Mary Say,Johnny Mathis,What Will My Mary Say,Johnny Mathis
What's On Tonight,Montell Jordan,What's On Tonight,Montell Jordan
Whatever It Is,Zac Brown Band,Whatever It Is,Zac Brown Band
When A Woman's Fed Up,R. Kelly,When a Woman's Fed Up,R. Kelly
When I Look Into Your Eyes,Firehouse,When I Look Into Your Eyes,Firehouse
When I'm Back On My Feet Again,Michael Bolton,When I'm Back On My Feet Again,Michael Bolton
When I'm Gone,Eminem,When I'm Gone,Eminem
When It's Love,Van Halen,When It's Love,Van Halen
When She Cries,Restless Heart,When She Cries,Restless Heart
When Will I Be Loved,Everly Brothers,When Will I Be Loved,The Everly Brothers
When You Believe,Whitney Houston and Mariah Carey,When You Believe - from The Prince of Egypt,"Whitney Houston, Mariah Carey"
When You Close Your Eyes,Night Ranger,When You Close Your Eyes,Night Ranger
When You're Mad,Ne-Yo,When You're Mad,Ne-Yo
When the Sun Goes Down,Kenny Chesney,When the Sun Goes Down,"Kenny Chesney, Uncle Kracker"
"Whenever I Call You ""Friend""",Kenny Loggins,"Whenever I Call You ""Friend"" (feat. Stevie Nicks)","Kenny Loggins, Stevie Nicks"
Where Have All The Flowers Gone,Kingston Trio,Where Have All The Flowers Gone? - Remastered,The Kingston Trio
Where I Wanna Be,Donell Jones,Where I Wanna Be,Donell Jones
Where Them Girls At,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta
Where Were You,Alan Jackson,Where Were You (When the World Stopped Turning),Alan Jackson
Whip Appeal,Babyface,Whip Appeal,Babyface
White Horse,Taylor Swift,Just A Sunrise Away,Kristina Halloway
White Rabbit,Jefferson Airplane,White Rabbit,Jefferson Airplane
White Walls,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Hollis, ScHoolboy Q"
Who Says,Selena Gomez,Who Says,Selena Gomez & The Scene
Who's Holding Donna Now,Debarge,Who's Holding Donna Now?,DeBarge
Who's Zoomin' Who,Aretha Franklin,Who's Zoomin' Who?,Aretha Franklin
Wicked Game,Chris Issak,Wicked Game,Chris Isaak
Wind It Up,Gwen Stefani,Wind It Up,Gwen Stefani
With Your Love,Jefferson Starship,With Your Love,Jefferson Starship
Without Love,Tom Jones,Without Love,Tom Jones
Without You,Motley Crue,Without You,Mötley Crüe
Woman,Peter and Gordon,Woman,Peter And Gordon
Womanizer,Britney Spears,Womanizer,Britney Spears
Wonderful,Ja Rule,Wonderful,"Ja Rule, R. Kelly, Ashanti"
Wonderful World,Sam Cooke,Wonderful World,Sam Cooke
Woodstock,"Crosby, Stills, Nash and Young",Woodstock,"Crosby\, Stills\, Nash & Young"
Woodstock,Matthews' Southern Comfort,Woodstock,Matthews' Southern Comfort
Working For The Weekend,Loverboy,Working for the Weekend,Loverboy
Working In The Coal Mine,Lee Dorsey,Working in the Coal Mine,Lee Dorsey
Wrapped Around Your Finger,Police,Wrapped Around Your Finger,The Police
Write This Down,George Strait,Write This Down,George Strait
Year Of The Cat,Al Stewart,Year of the Cat - 2001 Remaster,Al Stewart
Yellow River,Christie,Yellow River,Christie
Yellow Submarine,Beatles,Yellow Submarine - Remastered 2009,The Beatles
Yes We Can Can,Pointer Sisters,Yes We Can Can,The Pointer Sisters
Yesterday's Songs,Neil Diamond,Yesterday's Songs,Neil Diamond
You And I,Rick James,You And I - Single Version,Rick James
You And Tequila,Kenny Chesney,You and Tequila (with Grace Potter) - Live,"Kenny Chesney, Grace Potter"
You Can Depend On Me,Brenda Lee,You Can Depend On Me,Brenda Lee
You Da One,Rihanna,You Da One,Rihanna
You Decorated My Life,Kenny Rogers,You Decorated My Life,Kenny Rogers
You Got Lucky,Tom Petty and The Heartbreakers,You Got Lucky,Tom Petty and the Heartbreakers
You Made Me Believe In Magic,Bay City Rollers,You Made Me Believe In Magic,Bay City Rollers
You Must Have Been A Beautiful Baby,Bobby Darin,You Must Have Been a Beautiful Baby,Bobby Darin
You Must Love Me,Madonna,You Must Love Me,Madonna
You Really Got Me,Kinks,You Really Got Me,The Kinks
You Remind Me Of Something,R. Kelly,You Remind Me of Something,R. Kelly
You Should Be Mine,Brian McKnight,You Should Be Mine (Don't Waste Your Time),"Brian McKnight, Mase"
You Shouldn't Kiss Me Like This,Toby Keith,You Shouldn't Kiss Me Like This,Toby Keith
You Used To Love Me,Faith Evans,You Used to Love Me,Faith Evans
You'll Think of Me,Keith Urban,You’ll Think Of Me,Keith Urban
You're All I Need To Get By,Marvin Gaye and Tammi Terrell,You're All I Need To Get By,"Marvin Gaye, Tammi Terrell"
You're Gonna Miss This,Trace Adkins,You're Gonna Miss This,Trace Adkins
You've Lost That Lovin' Feelin',Daryl Hall and John Oates,You've Lost That Lovin' Feeling,Daryl Hall & John Oates
Young Emotions,Ricky Nelson,Young Emotions,Ricky Nelson
Young Hearts Run Free,Candi Staton,Young Hearts Run Free,Candi Staton
Your Love Is Driving Me Crazy,Sammy Hagar,Your Love Is Driving Me Crazy,Sammy Hagar
Your Wildest Dreams,Moody Blues,Your Wildest Dreams,The Moody Blues
